,ratio,net_profit,profit_growth_(%),revenue,revenue_growth_(%),market_capital,eps_(vnd),p/e,outstanding_share,roe_(%),symbol
417,Q1 2023,228728962676,-0.8490783121367084,2829778278975.0,-0.33929298678879904,15537890000000.0,432.0531973479,5.2198521208,529400000.0,0.2901514626,DCM
418,Q2 2023,311459639971,-0.6944608128354506,3456451645301.0,-0.16618828310758404,19243690000000.0,545.0575749112,7.6419460946,529400000.0,0.2132083,DCM
419,Q3 2023,73704968537,-0.8987244814013224,3150668056738.0,-0.08892787686389918,16437870000000.0,139.223589983,10.1800613858,529400000.0,0.1538495096,DCM
420,Q4 2016,46217843518,-0.2544078632800386,796870562123.0,0.2195809009852726,1770283270800.0,924.1969140549,7.3216670161,50008002.0,0.2513182466,DGC
421,Q1 2017,35018048679,-0.4106942933216164,822332456736.0,0.3740001650308467,1590254463600.0,700.2413247453,7.501796518,50008002.0,0.216545326,DGC
422,Q2 2017,63706659158,-0.07593228413767393,963659563524.0,0.6331843831820698,1625260065000.0,1273.9182629577,7.8610390532,50008002.0,0.2012184954,DGC
423,Q3 2017,61739056227,-0.0011081380146629703,950113782699.0,0.491725951758166,1545247261800.0,1234.5755380831,7.4765016906,50008002.0,0.1920788998,DGC
424,Q4 2017,97264112854,1.1044710321917015,275931166903.0,-0.6537315092078794,1625260065000.0,1944.9607550672,12.6583529513,50008002.0,0.2535272952,DGC
425,Q1 2018,10732622844,-0.6935116818648934,164410377637.0,-0.8000682372557965,1825292073000.0,214.6169806931,7.8190648874,50008002.0,0.2526231719,DGC
426,Q2 2018,10560055656,-0.8342393747283181,125632473315.0,-0.8696298173438185,5260783374400.0,211.1662073459,15.0564099587,107802938.0,0.2195484696,DGC
427,Q3 2018,246089821483,2.98596668822059,1502626367969.0,0.5815225453318555,4538503689800.0,4680.5666857245,6.1073001048,107802938.0,0.295910795,DGC
428,Q4 2018,259510937293,1.6681057347692405,1735119054599.0,5.288231496549132,4042610175000.0,4905.87317864,4.6478739749,107802938.0,0.2920534259,DGC
429,Q1 2019,120960575662,10.27036488845056,1165179689487.0,6.087020334322133,3669593192800.0,1787.5640144926,4.5662828645,123972743.0,0.2655950392,DGC
430,Q2 2019,158565023733,14.0155481086794,1322558032424.0,9.527198880403576,3389303866600.0,1613.296200868,3.8073459135,129362743.0,0.260114406,DGC
431,Q3 2019,118226027069,-0.5195818081522438,1154741758841.0,-0.23151770562778853,3208196026400.0,1038.6747002226,4.7128073444,129362743.0,0.2093506433,DGC
432,Q4 2019,168393157677,-0.35111344657170945,1449695602093.0,-0.16449790678597767,3156450929200.0,1333.5037503756,5.5701172345,129362743.0,0.1765822234,DGC
433,Q1 2020,189561262096,0.5671326054671798,1520435458294.0,0.30489354733209467,5148637171400.0,1501.1337599347,8.0033966577,129362743.0,0.191157282,DGC
434,Q2 2020,255238321505,0.6096760527389918,1575970017644.0,0.19160745994301928,6181230208500.0,1999.6546617884,8.4306160889,148766070.0,0.2121156202,DGC
435,Q3 2020,225521153230,0.9075423476624108,1556106054157.0,0.3475792680424447,7780465461000.0,1519.6126445285,9.2766785752,148766070.0,0.2328927553,DGC
436,Q4 2020,236244801738,0.40293587338713777,1583902795134.0,0.09257611932273105,10398748293000.0,1588.0259798969,11.4691723069,148766070.0,0.2420866933,DGC
437,Q1 2021,283952981561,0.49794835939210486,1949381011046.0,0.2821201981393522,13566618861900.0,1908.7180266855,13.5536653627,171079683.0,0.2565049591,DGC
438,Q2 2021,321607907513,0.26002986391955196,2038543324066.0,0.29351656519045016,26004111816000.0,1879.8691198617,24.3638131442,171079683.0,0.2602747221,DGC
439,Q3 2021,478399262390,1.1213054985671331,2106391057325.0,0.3536294982581439,22103495043600.0,2796.3491547396,16.7424981777,171079683.0,0.3026279937,DGC
440,Q4 2021,1304063239014,4.519965854995748,3456268502564.0,1.18212160063244,42256681701000.0,7622.5371208265,17.6943364058,171079683.0,0.4872275611,DGC
441,Q1 2022,1335829989962,3.7044055766501303,3635149719259.0,0.8647712779906732,34525431600000.0,3598.2780025894,10.0367603871,371241200.0,0.6049067639,DGC
442,Q2 2022,1785502124387,4.551797958558673,4002463736625.0,0.9633940026557002,30951940659500.0,4809.5439285213,6.1805938714,379778413.0,0.7173750737,DGC
443,Q3 2022,1413948988515,1.9555835463691047,3695880596672.0,0.7546032508159067,22482882049600.0,3806.5159832957,3.7658559587,379778413.0,0.708652909,DGC
444,Q4 2022,1032401859858,-0.20831917581037152,3111501552174.0,-0.09975120571050482,20356122936800.0,2763.117396151,3.5987250408,379778413.0,0.596127831,DGC
445,Q1 2023,787136421151,-0.4107510483625304,2483107691448.0,-0.31691735328189885,27685846307700.0,2094.724101446,5.4580112765,379778413.0,0.4919435262,DGC
446,Q2 2023,840738495575,-0.5291304983108642,2424454117764.0,-0.39425956678164087,37180306632700.0,2231.741169365,8.4299182276,379778413.0,0.3790542103,DGC
447,Q3 2023,761358150351,-0.46153775239754835,2464367912843.0,-0.3332122485066023,35433325932900.0,2004.7430930494,10.3556711015,379778413.0,0.306290961,DGC
448,Q4 2016,11469302762,-0.38399519744289234,1020277640879.0,0.06437382972374517,594004170000.0,245.9636194904,6.881759757,39600278.0,0.1111174046,DGW
449,Q1 2017,8585952739,-0.5846976152110754,767859652336.0,-0.06601156287164214,625684392400.0,216.8154662702,11.3038130493,39600278.0,0.0891930508,DGW
450,Q2 2017,20413855017,0.7711082290443028,797541877978.0,-0.16095779849772215,760325337600.0,515.4977704197,11.8358022009,39600278.0,0.1020428635,DGW
451,Q3 2017,27771383507,0.1683212192404038,1156668204141.0,0.10152315095430067,921626310600.0,701.2926400921,13.2015608283,40600278.0,0.1067114998,DGW
452,Q4 2017,22400211676,0.9530578397682725,1142594766827.0,0.11988611829483993,1132747756200.0,565.26143502,14.3585801395,40600278.0,0.1211149336,DGW
453,Q1 2018,19054556741,1.2192710955009602,1276495225167.0,0.6624069532545659,913506255000.0,480.7676136485,10.0109458446,40600278.0,0.1336553698,DGW
454,Q2 2018,23047331669,0.12900437716477,1371619259065.0,0.7198084476045982,1015006950000.0,577.8647143153,10.8743020065,40600278.0,0.1342861928,DGW
455,Q3 2018,36628490394,0.31892926345450145,1759820460227.0,0.5214565887837569,945986477400.0,912.6005404373,9.3061091235,40600278.0,0.1433050521,DGW
456,Q4 2018,32303006229,0.44208486492161303,1585601320567.0,0.3877197468444869,940506255000.0,799.7388215789,8.2656575202,41800278.0,0.1531017361,DGW
457,Q1 2019,25027886407,0.31348562693915044,1372871569395.0,0.07550074792907381,986486560800.0,616.2438055948,8.1930217703,41800278.0,0.1561480098,DGW
458,Q2 2019,33460073426,0.4517981476790974,2010584118890.0,0.46584710414504316,1024106811000.0,823.728321751,7.8687235494,41800278.0,0.1625159544,DGW
459,Q3 2019,51981421084,0.41915270121301307,2629391514043.0,0.49412486868338473,1049186977800.0,1270.2061081706,7.2484602834,41800278.0,0.1733946452,DGW
460,Q4 2019,50112476421,0.5513254731075636,2587619725416.0,0.6319485181121602,1016956574700.0,1206.4555258735,6.0329361739,43000278.0,0.1862963178,DGW
461,Q1 2020,44958325184,0.7963292805830258,2356748734644.0,0.7166563771748709,1827511815000.0,1082.3695759231,9.9215502409,43000278.0,0.1999019727,DGW
462,Q2 2020,48445215426,0.44785143801734345,2556474575147.0,0.27150838959096835,2300514873000.0,1151.1658313323,11.5166379061,43000278.0,0.2056138271,DGW
463,Q3 2020,75073702709,0.44424106042972067,3654806805407.0,0.38998197335295376,3306721378200.0,1783.9177848679,14.9129262898,43000278.0,0.2201873177,DGW
464,Q4 2020,84884618902,0.6938819424702882,4112257191486.0,0.5892046080398814,5147133276600.0,2002.4548766111,19.333120742,43000278.0,0.2416173904,DGW
465,Q1 2021,106712927138,1.373596585310023,5063160650544.0,1.1483667631241217,5560394972400.0,2499.3106174482,17.2562199185,44200278.0,0.2806349367,DGW
466,Q2 2021,116447079766,1.4036858695338605,4346197073691.0,0.7000744368604132,9918542383200.0,2697.9212896651,25.5726903518,88400556.0,0.3155221636,DGW
467,Q3 2021,107215325740,0.4281342450310073,3868090616310.0,0.0583570684468091,8433413042400.0,1227.8360405768,20.1310938155,88400556.0,0.3161428809,DGW
468,Q4 2021,327014414117,2.8524578227127444,8073416257401.0,0.9632566450649457,11778072280000.0,3714.9940196572,17.495964566,90600556.0,0.4461912395,DGW
469,Q1 2022,210838204771,0.9757513023548339,7104074671123.0,0.403090907328749,9556222776400.0,2375.6328094373,12.4213924816,163075474.0,0.4599546289,DGW
470,Q2 2022,136884722261,0.17551013332467738,4824513808147.0,0.11005408322402425,10110679388000.0,848.0565073265,12.7979795689,163075474.0,0.4291355571,DGW
471,Q3 2022,180305973303,0.6817182810249232,5942279715157.0,0.5362307413639888,7150830287200.0,1113.1966175199,8.1170844316,167075474.0,0.4237067247,DGW
472,Q4 2022,155754386747,-0.5237078855757293,4267569167184.0,-0.47140478935768154,5730688758200.0,953.925757887,8.2115085955,167075474.0,0.3149562515,DGW
473,Q1 2023,79389136337,-0.6234594369496373,3941909518357.0,-0.4451199204900996,9038647893400.0,484.734255719,16.1266817971,167072974.0,0.2410625257,DGW
474,Q2 2023,83016354849,-0.3935308960870625,4622642232477.0,-0.0418428848372464,10141329521800.0,508.0640498098,16.5831612615,167072974.0,0.2069055403,DGW
475,Q3 2023,102415300754,-0.4319916368943947,5552963637293.0,-0.06551628272748078,8437185187000.0,624.2900956253,19.6415990744,167072974.0,0.1677220449,DGW
476,Q4 2016,24682187034,-0.10297975088001335,194606481689.0,0.12709844814520146,841733438700.0,1077.765005751,9.3775374357,25584603.0,0.171834507,DHC
477,Q1 2017,13564588921,-0.2604921199954713,160183025878.0,0.14302734732979264,818707296000.0,555.1385025981,10.1140117583,25584603.0,0.1579584944,DHC
478,Q2 2017,15694583437,-0.23112261017860936,201250215722.0,0.47596923811471864,1164091915000.0,613.4386152875,13.1041335605,33259769.0,0.1452601676,DHC
479,Q3 2017,15960726656,-0.283910046048004,214316296365.0,0.08776411872755181,1636839027500.0,565.130335547,20.3825808435,34459769.0,0.1291287825,DHC
480,Q4 2017,35034451722,0.4194225039191071,235043213596.0,0.20778717931719157,1543797651200.0,1182.5182927659,16.5581196161,34459769.0,0.136295847,DHC
481,Q1 2018,23393377977,0.7245917375928417,193730316462.0,0.20943099557596434,1292241337500.0,788.6627898537,13.0051982003,34459769.0,0.1410258892,DHC
482,Q2 2018,40745126813,1.596126681320086,240675540569.0,0.19590202527514686,1498999951500.0,1304.2067735702,12.4069403644,34459769.0,0.1656367194,DHC
483,Q3 2018,39516814500,1.4758781571605155,245144045263.0,0.1438422995398239,1384243553400.0,1203.3836107257,9.3308909831,44797526.0,0.1831337848,DHC
484,Q4 2018,30460559020,-0.13055413963072837,247293844070.0,0.05212075807922192,1805340297800.0,731.3371916923,12.4255788778,44797526.0,0.1697617202,DHC
485,Q1 2019,21188512602,-0.09425168854056856,205347549899.0,0.05996600660732781,1892247491200.0,503.9994630067,13.6143496958,53757031.0,0.1574794373,DHC
486,Q2 2019,25272830402,-0.3797336668507671,230887505156.0,-0.040669007701652334,1881487405000.0,600.8772532008,15.5975390196,53756783.0,0.1321741024,DHC
487,Q3 2019,29898520991,-0.24339749118694778,330754160724.0,0.34922372015667014,2206233850200.0,576.188066431,19.5398780496,55995783.0,0.1158755234,DHC
488,Q4 2019,105227752210,2.4545574866472033,663041756472.0,1.6811898976519477,2038246501200.0,1958.3689863971,11.2245897809,55995783.0,0.1832464085,DHC
489,Q1 2020,89175080077,3.208652195274089,670825124383.0,2.266779295457602,2374221199200.0,1659.6164748797,9.2425940352,55995783.0,0.2381110939,DHC
490,Q2 2020,79710304032,2.1539919654464983,649410769264.0,1.8126717763493663,2609403487800.0,1465.1658416094,8.4259340649,55995783.0,0.2751744566,DHC
491,Q3 2020,68495585816,1.2909355896439967,701638459456.0,1.121329200878857,3762916617600.0,1246.0635948405,9.1367914425,55995783.0,0.2925530107,DHC
492,Q4 2020,154446818535,0.46773845579039763,865839359586.0,0.3058594743611205,5151612036000.0,3315.5540557012,13.1444296675,55995783.0,0.3159321359,DHC
493,Q1 2021,172940543766,0.9393371289004847,1016999003155.0,0.5160419104612366,6264528156000.0,3088.4565676312,13.171971701,69994728.0,0.3614583075,DHC
494,Q2 2021,128195548082,0.6082682112281923,1080112508410.0,0.6632192743494681,6530479665900.0,1831.5029109335,12.4608807903,69994423.0,0.3701099145,DHC
495,Q3 2021,87605537681,0.2789953781304265,948463394106.0,0.35178364487227554,5389570571000.0,1251.6073985066,9.9221008661,69994423.0,0.3571246589,DHC
496,Q4 2021,92598601053,-0.400449928775867,1119251479698.0,0.29267798617190227,5641550493800.0,1322.9425586236,11.7205048217,69994423.0,0.301494189,DHC
497,Q1 2022,117922096407,-0.31813504318249164,1032078216491.0,0.014827166289465664,4444645860500.0,1684.7356025351,10.425565935,69994423.0,0.2528153731,DHC
498,Q2 2022,113567237744,-0.11410934745286969,993527604972.0,-0.08016285596530952,3492721707700.0,1622.5183789857,8.4837917959,69994423.0,0.2382252568,DHC
499,Q3 2022,64498740299,-0.2637595521203157,970707689075.0,0.02345298206259923,3107031652800.0,921.483991646,7.9957236021,80493048.0,0.2202510853,DHC
500,Q4 2022,82212521615,-0.11216237955965873,946605322985.0,-0.15425144379490474,3227771224800.0,1021.3617654906,8.5062543249,80493048.0,0.2128068194,DHC
501,Q1 2023,86129994590,-0.2696025832789789,848411419129.0,-0.1779582152081994,3364609406400.0,1070.0302290702,9.7128374802,80493048.0,0.1943367696,DHC
502,Q2 2023,92043694656,-0.1895224671794673,801090746852.0,-0.19369049954623388,3767074646400.0,1142.7234642177,9.4519914519,80493048.0,0.1797560394,DHC
503,Q3 2023,55899296772,-0.13332730976039428,794642338364.0,-0.18137834148483462,3344486144400.0,10.5742630114,10.5742630114,80493048.0,0.15401551074723246,DHC
504,Q4 2016,42834387747,3.2230081672378335,490400041501.0,1.255020869405005,2453406635700.0,184.8741716879,41.9773392424,238194819.0,0.0310974392,DIG
505,Q1 2017,-16258492111,-2.685483822568207,253096882394.0,-0.136921453940877,3572922285000.0,-70.1610790722,61.8279144489,238194819.0,0.021147402,DIG
506,Q2 2017,23906365930,3.725948499724048,354996658048.0,0.7454981638569365,3596741766900.0,102.4459327801,39.7408945802,238194819.0,0.0329612056,DIG
507,Q3 2017,31873540193,-0.1786915733827419,307430177236.0,-0.12378004142564572,4978271717100.0,135.6326713606,60.0588655202,238194819.0,0.0300566147,DIG
508,Q4 2017,47622416239,0.11178001469941262,658657398455.0,0.34310224860300487,5359383427500.0,201.2270631484,27.3110617096,238194819.0,0.0319631661,DIG
509,Q1 2018,9095103881,1.559406359390889,367317466353.0,0.4512919435380124,3858756067800.0,38.1834664548,34.3008386651,238194819.0,0.0408736793,DIG
510,Q2 2018,63690511496,1.664165339160773,664665702538.0,0.8723153795102174,3471665766250.0,267.3883158475,22.7976748927,252484783.0,0.0545848877,DIG
511,Q3 2018,44944860062,0.4100994050190476,682521328074.0,1.2200856604589592,4052380767150.0,178.0101736349,24.507468397,252484783.0,0.0584451279,DIG
512,Q4 2018,193543482584,3.0641256338753156,746654860582.0,0.1336012657466749,4544218926600.0,766.5550386219,11.8062963678,299948444.0,0.106448299,DIG
513,Q1 2019,2786657071,-0.6936090991966098,317222412985.0,-0.13638080940005606,3974316883000.0,10.8716890851,11.6114085124,299948444.0,0.1023076008,DIG
514,Q2 2019,37627904768,-0.4092070563703485,378106163669.0,-0.43113333180090924,4220244253400.0,143.1978865577,13.3579370134,314943601.0,0.0882817235,DIG
517,Q3 2019,62308561124,0.38633341027310636,610330390069.0,-0.10577096280451026,4094266813000.0,224.109410051,12.7319151791,314943601.0,0.0881693276,DIG
518,Q4 2019,329359059752,0.7017315972345105,856791596295.0,0.14750688909618961,3465576332300.0,1089.5588253121,9.1021916836,306688171.0,0.120611537,DIG
519,Q1 2020,7779759944,1.7917894975172566,269251935043.0,-0.15122032989600992,3756930094750.0,25.7363684247,8.5851498072,306688171.0,0.1149677834,DIG
520,Q2 2020,64685107935,0.7190728086994184,628313749838.0,0.6617389775958151,5919081700300.0,211.3692420215,13.0841813797,306688171.0,0.1196616949,DIG
521,Q3 2020,68901682516,0.10581405304608234,972700741257.0,0.5937281791703553,8456235686850.0,218.9976388147,17.884624877,314943601.0,0.1189682569,DIG
522,Q4 2020,505829416918,0.5357993106334413,626743946959.0,-0.2684989562581947,9606162111200.0,1616.6753186616,12.4040684435,346792856.0,0.1561482628,DIG
523,Q1 2021,41484073159,4.3323076107243965,502972973516.0,0.8680384727250868,10493208627200.0,120.7585808111,15.1880004804,409890962.0,0.1564581631,DIG
524,Q2 2021,50466173211,-0.219817747514438,620926564409.0,-0.011757160225929578,25444449965800.0,130.9962147606,31.5724958389,499890962.0,0.1462897782,DIG
525,Q3 2021,43257197735,-0.37218952926214777,538721505462.0,-0.44615904706125553,39541375094200.0,105.2403858434,53.4473328469,499890962.0,0.1327982861,DIG
526,Q4 2021,818358134896,0.6178539790790064,924316363554.0,0.47479104989978693,32492912530000.0,1891.3588868077,28.5192402561,499890962.0,0.173647647,DIG
527,Q1 2022,63408483722,0.5285018777921879,530699307049.0,0.055124897346234845,24120238782150.0,139.3033910537,22.9136376979,609866973.0,0.1581441472,DIG
528,Q2 2022,85703209599,0.6982307978984914,581741545085.0,-0.06310733276695359,11587187905000.0,145.7801217928,11.0514305889,609851995.0,0.1473965246,DIG
529,Q3 2022,-996378489,-1.0230338195993176,427634662650.0,-0.20620458193279936,10367483915000.0,-1.6349207909,10.7197984431,609851995.0,0.1302131549,DIG
530,Q4 2022,4465036191,-0.9945439093220875,402409036557.0,-0.5646414448298462,11526202705500.0,7.3215078865,79.9718445392,609851995.0,0.0204442773,DIG
531,Q1 2023,78894130825,0.24422042909736305,197748276505.0,-0.6273816945332064,15612211072000.0,129.3660289248,92.8933350355,609851995.0,0.0224010418,DIG
532,Q2 2023,10488784840,-0.8776150287827449,162870888867.0,-0.7200287821231636,14514477481000.0,17.1548125902,130.0470101166,609851995.0,0.0123387777,DIG
533,Q3 2023,16992686792,18.054449669075506,237754018702.0,-0.44402538085040333,15612211072000.0,27.8636241766,140.8527708107,609851995.0,0.0145760749,DIG
534,Q4 2016,138204470415,-0.5539017129230328,1693443943496.0,-0.2888199770713422,9392022240000.0,357.2966722769,8.2332474269,391334260.0,0.1322260073,DPM
535,Q1 2017,223149208383,-0.45138814710461245,1997674500406.0,-0.007816513037394739,9039821406000.0,572.589633838,9.575435063,391334260.0,0.1125550457,DPM
536,Q2 2017,230946117554,-0.3910400438694004,2411796738744.0,-0.019132634982655952,8178886034000.0,590.1505213318,10.2780414463,391334260.0,0.0962464055,DPM
537,Q3 2017,137564269570,-0.3238865536130617,2136048890206.0,0.15627813035020738,10213824186000.0,351.5262618969,13.9941458456,391334260.0,0.089716484,DPM
538,Q4 2017,102796198356,-0.2562020747424171,1556332429954.0,-0.08096607748287352,7865818626000.0,262.6813158551,11.3265937091,391334260.0,0.0858119308,DPM
539,Q1 2018,180198641388,-0.19247465543898418,2085848145214.0,0.04413814402200154,6965749828000.0,460.4724395661,10.6917788849,391334260.0,0.0810543643,DPM
540,Q2 2018,215026905984,-0.06893041432609386,2732378042431.0,0.13292218972563594,7044016680000.0,549.4712013817,11.0827118761,391334260.0,0.0796121486,DPM
541,Q3 2018,155533132583,0.13062158559898787,2207443059828.0,0.033423471695497926,8883287702000.0,397.4431796056,13.5922598037,391334260.0,0.0823760522,DPM
542,Q4 2018,148834787646,0.4478627617196587,2369690418168.0,0.5226119899320225,6867916263000.0,380.3264954262,9.8186594331,391334260.0,0.0875852488,DPM
543,Q1 2019,51763717490,-0.7127408004228877,1596400424034.0,-0.23465165587583298,5928714039000.0,132.2749444171,10.380154695,391334260.0,0.0717948354,DPM
544,Q2 2019,31393000516,-0.8540043146119773,1931713076851.0,-0.29302861944668807,5850447187000.0,80.2204246467,15.0969683209,391334260.0,0.0488756935,DPM
545,Q3 2019,60585509797,-0.6104655722492528,1906396790823.0,-0.1363778185193402,4930811676000.0,154.8178015311,16.8530383989,391334260.0,0.0371147252,DPM
546,Q4 2019,233961097788,0.5719517022086994,2322565252031.0,-0.01988663404118092,5811313761000.0,597.8548818803,15.3885062858,391334260.0,0.0480522496,DPM
547,Q1 2020,104827211767,1.0251098037394841,1710551637493.0,0.07150537655868777,5635213344000.0,267.8712867281,13.0818184783,391334260.0,0.0544647146,DPM
548,Q2 2020,302797682351,8.645388378746205,2219089114060.0,0.14876745446972317,6691815846000.0,773.7571516253,9.5301729418,391334260.0,0.08772173,DPM
549,Q3 2020,182077941098,2.0053050920604107,1965902375586.0,0.031213640858738106,6046114317000.0,465.274727283,7.34051119,391334260.0,0.1021727215,DPM
550,Q4 2020,103455227310,-0.5578101304527805,1972031178072.0,-0.15092539322736812,7435350940000.0,264.3653722268,10.7572938761,391334260.0,0.0857427539,DPM
551,Q1 2021,170726685545,0.6286485414157071,1974038607405.0,0.15403625598708548,9509422518000.0,436.2681804169,12.5279337378,391334260.0,0.0942480105,DPM
552,Q2 2021,684290836106,1.2598945632376968,2979892390494.0,0.3428448508956226,18216609803000.0,1748.6095802192,15.9717669384,391334260.0,0.139526129,DPM
553,Q3 2021,618017755818,2.3942483756742594,2858912044603.0,0.45424924457442095,16201238364000.0,1579.2579873227,10.2767750994,391334260.0,0.187907446,DPM
554,Q4 2021,1643667153833,14.887714875032929,5068837798130.0,1.5703639245124215,27393398200000.0,4200.1616567714,8.7880084749,391334260.0,0.3464263281,DPM
555,Q1 2022,2114241245330,11.383777255329719,5884814510651.0,1.9811040617827456,18157909664000.0,5402.6479698711,3.5883658143,391334260.0,0.5036437818,DPM
556,Q2 2022,1327167734801,0.9394790413288762,5050788697350.0,0.6949567418817736,18001375960000.0,3391.391632312,3.1564228659,391334260.0,0.5075214726,DPM
557,Q3 2022,997572522874,0.6141486445702946,3930183669376.0,0.3747130405062046,16925206745000.0,2549.1571396637,2.7825389398,391334260.0,0.4980326984,DPM
558,Q4 2022,1147181289229,-0.30205985648992534,3878926698006.0,-0.23475028152666141,13168397849000.0,2931.4614294925,2.3663410628,391334260.0,0.4281328631,DPM
559,Q1 2023,260109205704,-0.8769727880966578,3289423606560.0,-0.4410318964843445,15457703270000.0,664.6727166285,4.1419013654,391334260.0,0.2843717085,DPM
560,Q2 2023,100848023942,-0.9240126011976012,3759340827888.0,-0.2556923179422621,15242469427000.0,257.7030284622,4.9351910136,391334260.0,0.1941210968,DPM
561,Q3 2023,64023287127,-0.9358209196234183,3259939826334.0,-0.17053753702773272,12914030580000.0,163.602560959,8.2141866891,391334260.0,0.1253327624,DPM
562,Q4 2016,393178405790,3.3690205344865616,1185985768966.0,1.4394240511004788,5473098609800.0,2413.9204072685,6.5714092873,252799012.0,0.2619101701,DXG
563,Q1 2017,151587626568,4.149362590725866,586279624809.0,0.8587750941280334,4756260694950.0,928.5665762049,5.6935919273,285661303.0,0.2630937494,DXG
564,Q2 2017,51306245603,-0.5708770871565388,293032529742.0,-0.6203347949061515,5998887363000.0,227.5517262889,9.0771978573,285661303.0,0.2034528769,DXG
565,Q3 2017,256626101981,52.59629083873066,796956529911.0,2.318471488112782,8785336270000.0,1004.4039887758,10.2249952738,302942630.0,0.2531540673,DXG
566,Q4 2017,291370771357,-0.2589349591273747,1205980510977.0,0.01685917532419667,11208877310000.0,969.8633912098,14.8068301643,302942630.0,0.2138977067,DXG
567,Q1 2018,318505111986,1.1011286949804129,1183621712747.0,1.0188689196432572,8386873222000.0,1059.9351248923,9.0913357547,342321356.0,0.2492694161,DXG
568,Q2 2018,113647424845,1.2150797336524417,763777679661.0,1.6064603828573802,10039872917200.0,333.6921871856,10.0140808283,349821356.0,0.250885199,DXG
569,Q3 2018,318024066562,0.23925066120337896,1289226810151.0,0.6176877430127515,8115855459200.0,931.0959472297,7.6706244826,349821356.0,0.2510655459,DXG
570,Q4 2018,428104132859,0.4692761764167086,1408873808172.0,0.16823928359391996,7696069832000.0,1245.0448445613,6.5354673309,349821356.0,0.265076322,DXG
571,Q1 2019,307356726007,-0.035002219931371245,1498290370125.0,0.2658523867796439,6699078967400.0,893.1313227345,5.677222117,349821356.0,0.2467294609,DXG
572,Q2 2019,249029871454,1.1912495755503805,842413139530.0,0.10295595428227501,8524467620400.0,719.7210913411,5.5611150436,519784611.0,0.258039428,DXG
573,Q3 2019,350544801679,0.10225872358832931,1457127466661.0,0.13023360605596987,6692472166800.0,801.1735053787,4.3913544202,518796292.0,0.2485158427,DXG
574,Q4 2019,309583356782,-0.27685034312910006,2016961573886.0,0.43161265557416245,5473300880600.0,689.0361636782,4.5099047999,518796292.0,0.207266366,DXG
575,Q1 2020,67516532635,-0.780331689785561,601742509328.0,-0.5983805800755447,5551120324400.0,149.951927544,5.1876125468,518796292.0,0.1545378091,DXG
576,Q2 2020,-555637544060,-3.231208412130733,478084513382.0,-0.43248212670479785,6115788735800.0,-1173.4320665638,34.0447502433,518287181.0,0.0262196072,DXG
577,Q3 2020,100026101981,-0.7146552979764462,803283692593.0,-0.4487210549714498,10365743620000.0,201.5573811603,-132.5218340869,518287181.0,-0.0116384898,DXG
578,Q4 2020,-43834790951,-1.1415928537200637,1015739476051.0,-0.4964011763030195,12438892344000.0,-84.2612565767,-25.1758911001,518287181.0,-0.065918493,DXG
579,Q1 2021,531065287860,6.865707362831904,2975716278957.0,3.9451654699950507,10754459005750.0,1024.0369765488,340.2474617028,518287181.0,0.0048918397,DXG
580,Q2 2021,298948315706,1.538027566534846,3541125223518.0,6.406902178168995,14394017322300.0,575.2984737337,16.2438542144,596025562.0,0.1267841063,DXG
581,Q3 2021,51966940811,-0.4804662005036331,1302620715375.0,0.6216197681919073,20622484445200.0,87.1808400307,24.6048904512,596025562.0,0.1121406026,DXG
582,Q4 2021,275279783946,7.2799383314891815,2287171930502.0,1.2517308664561164,22235575674000.0,460.7967095448,18.903717248,607529390.0,0.1426502864,DXG
583,Q1 2022,270193641361,-0.4912233061780744,1792196132625.0,-0.39772613898084,15978022957000.0,452.7430365919,17.5098622327,607529390.0,0.1025029708,DXG
584,Q2 2022,133111933294,-0.5547326199860293,1567867636734.0,-0.557240273142227,8235425466000.0,221.9640577098,11.0858185561,610031516.0,0.0815368407,DXG
585,Q3 2022,153139163249,1.9468573839271404,1256153376482.0,-0.03567219401974805,8601444375600.0,254.1078655848,10.2166324142,610031516.0,0.0901993709,DXG
586,Q4 2022,-407619188073,-2.4807450886148628,1016396954213.0,-0.5556097289153439,8235425466000.0,-672.3798880241,38.0889961189,610031516.0,0.0159626457,DXG
587,Q1 2023,-95012361879,-1.3516454399163895,415948155432.0,-0.7679114758367614,11560097228200.0,-156.0628674009,-53.3177384515,610031516.0,-0.0232397764,DXG
588,Q2 2023,156189955267,0.17337305079949764,675966562465.0,-0.5688624813551895,10919564136400.0,256.2840748521,-52.4915917464,610031516.0,-0.0207971919,DXG
589,Q3 2023,68053864954,-0.5556077001456099,1213881428313.0,-0.03365190028576557,12078624016800.0,111.6708890058,-43.3877744126,610031516.0,-0.0301057697,DXG
616,Q4 2016,661138145325,-0.0018414527439653565,12615351927832.0,0.2041808950993918,21443209493100.0,1442.4122682045,10.7203421164,461640678.0,0.2176241324,FPT
617,Q1 2017,412899887330,0.19442226762954357,9606952451575.0,0.10391873175615897,25774162292950.0,899.8313750739,12.4933744177,530878729.0,0.2188931848,FPT
618,Q2 2017,511685685004,-0.008367024287619781,10089127514119.0,0.09505913623671956,26650112195800.0,966.9894267764,12.9354978307,530878729.0,0.2131290791,FPT
619,Q3 2017,582640652429,0.24546085459242076,10973968764817.0,0.10141565749013143,33976238656000.0,1101.0809311668,15.6354589847,530878729.0,0.2162278727,FPT
