,ReportDataID,TermID,TermYear,TernDay,NormID,GroupName,NormGroupID,NormName,UnitCode,CssStyle,NormTypeID,FromSource,NormValue,ReportTime
162,36222,1,2018,2018-11-25 17:00:00,298,,0,6 Months,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,6.07,26/11/2018
163,36221,1,2018,2018-11-25 17:00:00,297,,0,3 Months,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,5.57,26/11/2018
164,36220,1,2018,2018-11-25 17:00:00,296,,0,1 Months,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,5.03,26/11/2018
165,36219,1,2018,2018-11-25 17:00:00,295,,0,2 Weeks,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,4.89,26/11/2018
166,36218,1,2018,2018-11-25 17:00:00,294,,0,1 Weeks,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,4.79,26/11/2018
167,36217,1,2018,2018-11-25 17:00:00,293,,0,Overnight,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,4.84,26/11/2018
168,57016,1,2018,2018-11-22 17:00:00,501,,0,9 months,%,Padding1,66,,0.0,23/11/2018
169,36215,1,2018,2018-11-22 17:00:00,298,,0,6 Months,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,5.77,23/11/2018
170,36214,1,2018,2018-11-22 17:00:00,297,,0,3 Months,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,5.25,23/11/2018
171,36213,1,2018,2018-11-22 17:00:00,296,,0,1 Months,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,5.03,23/11/2018
172,36212,1,2018,2018-11-22 17:00:00,295,,0,2 Weeks,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,4.91,23/11/2018
173,36211,1,2018,2018-11-22 17:00:00,294,,0,1 Weeks,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,4.8,23/11/2018
174,36210,1,2018,2018-11-22 17:00:00,293,,0,Overnight,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,4.79,23/11/2018
175,57015,1,2018,2018-11-21 17:00:00,501,,0,9 months,%,Padding1,66,,0.0,22/11/2018
176,36208,1,2018,2018-11-21 17:00:00,298,,0,6 Months,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,5.96,22/11/2018
177,36207,1,2018,2018-11-21 17:00:00,297,,0,3 Months,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,5.29,22/11/2018
178,36206,1,2018,2018-11-21 17:00:00,296,,0,1 Months,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,5.0,22/11/2018
179,36205,1,2018,2018-11-21 17:00:00,295,,0,2 Weeks,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,4.91,22/11/2018
180,36204,1,2018,2018-11-21 17:00:00,294,,0,1 Weeks,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,4.91,22/11/2018
181,36203,1,2018,2018-11-21 17:00:00,293,,0,Overnight,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,4.8,22/11/2018
182,57014,1,2018,2018-11-20 17:00:00,501,,0,9 months,%,Padding1,66,,0.0,21/11/2018
183,36201,1,2018,2018-11-20 17:00:00,298,,0,6 Months,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,5.7,21/11/2018
184,36200,1,2018,2018-11-20 17:00:00,297,,0,3 Months,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,5.15,21/11/2018
185,36199,1,2018,2018-11-20 17:00:00,296,,0,1 Months,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,5.29,21/11/2018
186,36198,1,2018,2018-11-20 17:00:00,295,,0,2 Weeks,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,4.92,21/11/2018
187,36197,1,2018,2018-11-20 17:00:00,294,,0,1 Weeks,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,4.74,21/11/2018
188,36196,1,2018,2018-11-20 17:00:00,293,,0,Overnight,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,4.79,21/11/2018
189,57013,1,2018,2018-11-19 17:00:00,501,,0,9 months,%,Padding1,66,,0.0,20/11/2018
190,36194,1,2018,2018-11-19 17:00:00,298,,0,6 Months,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,5.71,20/11/2018
